seed_id,seed_title,rank,recommended_id,recommended_title,similarity_label,similarity_score_10,reason,seed_genres,recommended_genres,seed_tags,recommended_tags
16498,Attack on Titan,12,202,Wolf's Rain,1,5,"Wolf's Rain follows survivors in a bleak future, emphasizing survival and hidden identities.",Action|Drama|Fantasy|Mystery,Action|Adventure|Drama|Fantasy|Mystery|Sci-Fi,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,Survival|Animals|Primarily Male Cast|Dystopian|Tragedy|Werewolf|Post-Apocalyptic|Tanned Skin|Snowscape|Shapeshifting|Memory Manipulation|Found Family|Primarily Adult Cast|Indigenous Cultures|Twins
16498,Attack on Titan,13,98707,Land of the Lustrous,1,5,Land of the Lustrous offers a post‑apocalyptic setting with memory manipulation and existential conflict.,Action|Drama|Fantasy|Mystery,Action|Drama|Fantasy|Mystery|Psychological,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,Coming of Age|CGI|Full CGI|Philosophy|Anthropomorphism|Agender|Tragedy|Post-Apocalyptic|Seinen|Memory Manipulation|Primarily Female Cast|Body Horror|Survival|Amnesia|Coastal|Conspiracy|Time Skip|Swordplay|War|Shapeshifting|Tsundere|Snowscape|Mixed Media|Language Barrier|Astronomy|Twins|Work|Slapstick
16498,Attack on Titan,14,112151,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,1,5,"Demon Slayer’s Mugen Train arc delivers high‑stakes battles, tragedy, and a teen‑centered cast.",Action|Drama|Fantasy|Mystery,Action|Adventure|Drama|Fantasy|Mystery|Supernatural,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,Demons|Swordplay|Shounen|Tragedy|Trains|Curses|Male Protagonist|Body Horror|Super Power|Monster Girl|Primarily Teen Cast|Gore|CGI|Primarily Male Cast|Orphan|Travel|Suicide|Shapeshifting|Historical|Vampire|Rural|Martial Arts
16498,Attack on Titan,15,113415,JUJUTSU KAISEN,1,4,"Jujutsu Kaisen delivers supernatural battles, a teen ensemble, and dark themes resonating with AoT’s tone.",Action|Drama|Fantasy|Mystery,Action|Drama|Supernatural,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,Urban Fantasy|Shounen|Curses|Super Power|Youkai|Male Protagonist|Exorcism|Primarily Teen Cast|Dissociative Identities|Demons|Orphan|Urban|Body Horror|Primarily Male Cast|Magic|Martial Arts|Ensemble Cast|Shapeshifting|Gore|Anthropomorphism|School|Swordplay|Boarding School|Rotoscoping|Slapstick|Mythology|Archery|Surreal Comedy|Twins|Tragedy|Baseball
101922,Demon Slayer: Kimetsu no Yaiba,1,112151,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2,10,"Direct film continuation of the same story, featuring the same characters, tone, and demon‑slaying action.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Adventure|Drama|Fantasy|Mystery|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Demons|Swordplay|Shounen|Tragedy|Trains|Curses|Male Protagonist|Body Horror|Super Power|Monster Girl|Primarily Teen Cast|Gore|CGI|Primarily Male Cast|Orphan|Travel|Suicide|Shapeshifting|Historical|Vampire|Rural|Martial Arts
101922,Demon Slayer: Kimetsu no Yaiba,2,142329,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,2,9,"Next canonical arc after the movie, keeping the period setting, swordplay and dark supernatural threats.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Adventure|Fantasy|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Demons|Swordplay|Shounen|Male Protagonist|Oiran|Revenge|Curses|Primarily Teen Cast|Polyamorous|Super Power|Gore|Primarily Male Cast|Tragedy|Ninja|Body Horror|Historical|Crossdressing|Monster Girl|CGI|Orphan|Urban|Time Skip|Vampire
101922,Demon Slayer: Kimetsu no Yaiba,3,145139,Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,2,9,"Another official arc that continues Tanjiro’s journey with similar themes of tragedy, demons and intense battles.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Adventure|Drama|Fantasy|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Demons|Shounen|Swordplay|Male Protagonist|Super Power|Curses|Gore|Monster Girl|Body Horror|Clone|CGI|Historical|Tragedy|Female Protagonist|Guns|Rural|Orphan|Amnesia|Twins
101922,Demon Slayer: Kimetsu no Yaiba,4,113415,JUJUTSU KAISEN,2,9,"Jujutsu Kaisen shares demon‑fighting, curses, shounen spirit and a tragic teen‑cast atmosphere.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Drama|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Urban Fantasy|Shounen|Curses|Super Power|Youkai|Male Protagonist|Exorcism|Primarily Teen Cast|Dissociative Identities|Demons|Orphan|Urban|Body Horror|Primarily Male Cast|Magic|Martial Arts|Ensemble Cast|Shapeshifting|Gore|Anthropomorphism|School|Swordplay|Boarding School|Rotoscoping|Slapstick|Mythology|Archery|Surreal Comedy|Twins|Tragedy|Baseball
101922,Demon Slayer: Kimetsu no Yaiba,5,166240,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,2,8,Hashira Training arc expands the same universe with more sword techniques and the same emotional stakes.,Action|Adventure|Drama|Fantasy|Supernatural,Action|Adventure|Drama|Fantasy|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Demons|Shounen|Swordplay|Cultivation|Male Protagonist|Tragedy|Curses|Suicide|Super Power|Revenge|Historical|Rural|Gore|CGI|Disability|Guns
101922,Demon Slayer: Kimetsu no Yaiba,6,5114,Fullmetal Alchemist: Brotherhood,2,8,"Fullmetal Alchemist: Brotherhood mirrors the brotherly bond, moral tragedy and high‑stakes supernatural combat.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Adventure|Drama|Fantasy,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Alchemy|Conspiracy|Military|War|Tragedy|Shounen|Politics|Male Protagonist|Philosophy|Ensemble Cast|Coming of Age|Fugitive|Super Power|Foreign|Gods|Steampunk|Cyborg|Revenge|Disability|Necromancy|Travel|Lost Civilization|Anachronism|Religion|Chimera|Dissociative Identities|Primarily Male Cast|Gore|Orphan|Body Horror|Slapstick|Urban Fantasy|Kuudere|Tomboy|Shapeshifting|Guns|Demons|Chibi|Swordplay|Adoption|Trains|Cannibalism|Heterosexual|Desert|Tanned Skin|Vore|Tsundere|Crossdressing|Snowscape|Cultivation
101922,Demon Slayer: Kimetsu no Yaiba,7,101347,Dororo,2,8,"Dororo features a period setting, demon contracts and a sword‑wielding protagonist on a revenge quest.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Adventure|Drama|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Demons|Revenge|Disability|Swordplay|Tragedy|Samurai|Estranged Family|Curses|Youkai|Anti-Hero|Orphan|War|Male Protagonist|Parenthood|Historical|Travel|Rural|Urban Fantasy|Gore|Female Protagonist|Philosophy|Crossdressing|Tomboy|Body Horror|Episodic|Kuudere|Shounen|Primarily Male Cast|Primarily Adult Cast|Ghost|Cannibalism|Prostitution|Heterosexual|Nun|Body Image|Martial Arts
101922,Demon Slayer: Kimetsu no Yaiba,8,16498,Attack on Titan,2,7,"Attack on Titan offers a similarly grim tone, massive monsters and a fight‑for‑survival narrative.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Drama|Fantasy|Mystery,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast
101922,Demon Slayer: Kimetsu no Yaiba,9,33,Berserk,2,7,"Berserk provides dark fantasy, brutal sword combat and tragic revenge, appealing to fans of Demon Slayer’s intensity.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Adventure|Drama|Fantasy|Horror|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Tragedy|Seinen|Swordplay|War|Male Protagonist|Cosmic Horror|Medieval|Gore|Military|Anti-Hero|Found Family|Primarily Adult Cast|Philosophy|Demons|Revenge|Politics|Love Triangle|Rape|Heterosexual|Torture|Survival|Primarily Male Cast|Travel|Tsundere|Tomboy|Tanned Skin|Coming of Age|Nudity|Archery|Curses|Fugitive|Class Struggle|Female Protagonist|Skeleton|Rural
101922,Demon Slayer: Kimetsu no Yaiba,10,1735,Naruto: Shippuden,1,6,"Naruto: Shippuden shares shounen growth, orphan hero, and demon‑like antagonists, though with a lighter tone.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Ninja|Shounen|Criminal Organization|Male Protagonist|Super Power|Revenge|Tragedy|Orphan|Coming of Age|Martial Arts|War|Conspiracy|Philosophy|Cultivation|Fugitive|Ensemble Cast|Time Skip|Politics|Necromancy|Gods|Terrorism|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Kaiju|Travel|Aliens|Unrequited Love|Shapeshifting|Slapstick|Gender Bending|Estranged Family
101922,Demon Slayer: Kimetsu no Yaiba,11,20981,The Boy and the Beast,1,6,"The Boy and the Beast follows an orphan training under a powerful mentor, echoing Tanjiro’s mentor‑student dynamic.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Coming of Age|Male Protagonist|Urban Fantasy|Martial Arts|Found Family|Isekai|Cultivation|Anthropomorphism|Primarily Animal Cast|Time Skip|Tragedy|Orphan|Swordplay|Adoption|Estranged Family|Family Life|Kemonomimi|Gods|Philosophy|Youkai|Reincarnation|Bullying|CGI|Body Horror
101922,Demon Slayer: Kimetsu no Yaiba,12,114535,To Your Eternity,1,6,"To Your Eternity presents a wandering protagonist, tragic encounters and supernatural evolution similar to Demon Slayer’s journey.",Action|Adventure|Drama|Fantasy|Supernatural,Adventure|Drama|Fantasy|Psychological|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Shapeshifting|Tragedy|Coming of Age|Travel|Philosophy|Agender|Rural|Ensemble Cast|Survival|Body Horror|Shounen|Medieval|Time Skip|Animals|Yandere|Gore|Zombie|Orphan|Indigenous Cultures|Afterlife|Prison|Language Barrier|Adoption|Historical|Snowscape|Memory Manipulation|CGI|Battle Royale|Demons
101922,Demon Slayer: Kimetsu no Yaiba,13,20829,Seraph of the End: Vampire Reign,1,5,"Seraph of the End features vampires, demon‑like enemies and a revenge‑driven teen hero, aligning with core themes.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Drama|Fantasy|Mystery|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Vampire|Post-Apocalyptic|Urban Fantasy|Male Protagonist|Shounen|Military|Time Skip|War|Demons|Revenge|Swordplay|Lost Civilization|Primarily Teen Cast|Pandemic|Tragedy|Coming of Age|School|Tsundere|Rotoscoping|Heterosexual|Gore|Boys' Love|Primarily Adult Cast
101922,Demon Slayer: Kimetsu no Yaiba,14,20605,Tokyo Ghoul,1,5,"Tokyo Ghoul delivers dark urban fantasy, body horror and a conflicted teen protagonist battling monsters.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Drama|Horror|Mystery|Psychological|Supernatural,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Gore|Urban Fantasy|Tragedy|Survival|Body Horror|Human Experimentation|Male Protagonist|Torture|Henshin|Seinen|Anti-Hero|Coming of Age|Cannibalism|Urban|Police|Detective|Crime|Primarily Adult Cast|Mythology|Military|Terrorism|College|Heterosexual|Femboy
101922,Demon Slayer: Kimetsu no Yaiba,15,21459,My Hero Academia,1,4,"My Hero Academia shares shounen hero training and super‑power battles, though with a more upbeat vibe.",Action|Adventure|Drama|Fantasy|Supernatural,Action|Adventure|Comedy,Demons|Shounen|Swordplay|Male Protagonist|Vampire|Tragedy|Primarily Teen Cast|Travel|Monster Girl|Revenge|Orphan|Gore|CGI|Primarily Male Cast|Mythology|Rural|Historical|Rotoscoping|Body Horror|Super Power|Curses|Chibi|Time Skip|Animals|Food,Super Power|Superhero|Shounen|Primarily Teen Cast|Male Protagonist|School|Urban Fantasy|Crime|Ensemble Cast|Rescue|Bullying|Primarily Male Cast|Cultivation|Prison
