seed_id,seed_title,seed_genres,seed_tags,seed_description,candidate_id,candidate_title,candidate_genres,candidate_tags,candidate_description,candidate_source
16498,Attack on Titan,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,"Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a...",100465,Attack on Titan: The Roar of Awakening,Action|Drama|Fantasy|Mystery,Shounen|Kaiju|Military|Super Power|Steampunk|Medieval|Post-Apocalyptic|Male Protagonist|Monster Girl|Tragedy|Survival,A compilation film recapping the events of the anime series' second season.,thematic_overlap
16498,Attack on Titan,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,"Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a...",99634,Attack on Titan: Lost Girls,Action|Drama|Fantasy|Mystery,Female Protagonist|Steampunk|Alternate Universe|Tragedy|Military|Crime|Drugs|Coming of Age|Anti-Hero|Post-Apocalyptic|Primarily Female Cast|Gore|Super Power|Shounen|CGI|War|Mythology|Medieval,"A three-part OVA adapting the ""Shingeki no Kyojin: Lost Girls"" spinoff novel that will be bundled with the 24th, 25th and 26th limited edition volumes of the manga. Wall Sina, Goodbye: Annie Leonhart has a job to do—and a resulting absence that must stay off her record at all costs. With no one else to turn to, she asks her comrade Hitch Dreyse to cover for her. She agrees but puts forward a single condition: Annie must solve the fruitless mis...",thematic_overlap
16498,Attack on Titan,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,"Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a...",98707,Land of the Lustrous,Action|Drama|Fantasy|Mystery|Psychological,Coming of Age|CGI|Full CGI|Philosophy|Anthropomorphism|Agender|Tragedy|Post-Apocalyptic|Seinen|Memory Manipulation|Primarily Female Cast|Body Horror|Survival|Amnesia|Coastal|Conspiracy|Time Skip|Swordplay|War|Shapeshifting|Tsundere|Snowscape|Mixed Media|Language Barrier|Astronomy|Twins|Work|Slapstick,"In the mysterious future, crystalline organisms called Gems inhabit a world that has been destroyed by six meteors. Each Gem is assigned a role in order to fight against the Lunarians, a species who attacks them in order to shatter their bodies and use them as decorations. Phosphophyllite, also known as Phos, is a young and fragile Gem who dreams of helping their friends in the war effort. Instead, they are told to compile an encyclopedia beca...",thematic_overlap
16498,Attack on Titan,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,"Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a...",135136,The Case Study of Vanitas Part 2,Action|Drama|Fantasy|Mystery|Supernatural,Vampire|Foreign|Male Protagonist|Primarily Adult Cast|Steampunk|Anti-Hero|Tragedy|Historical|Shounen|Witch|Time Manipulation|Heterosexual|Detective|Suicide|Gore|Assassins|Revenge|Butler|Crossdressing|Super Power,"The second cour of Vanitas no Carte. It’s 19th-century Paris, and young vampire Noé hunts for the Book of Vanitas. Attacked by a vampire driven insane, a human doctor called Vanitas tempts Noé with a mad crusade to “cure” the entire vampire race. While allying with him may be dangerous, news reaches Vanitas that the Beast of Gévaudan has returned, and Noé is being brought along to investigate this phantom from the past. (Source: Funimation)",thematic_overlap
16498,Attack on Titan,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,"Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a...",121467,The Founder of Diabolism: Final Season,Action|Adventure|Drama|Fantasy|Mystery|Supernatural,Cultivation|Wuxia|Anti-Hero|Male Protagonist|Boys' Love|Historical|Primarily Male Cast|Ghost|Tragedy|Magic|Kuudere|Travel|Swordplay|Gore|Primarily Adult Cast|Torture|Crime|Zombie|Tsundere|Achronological Order|Found Family|Revenge|Ensemble Cast|CGI,The third season of Modao Zushi.,thematic_overlap
16498,Attack on Titan,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,"Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a...",124845,WONDER EGG PRIORITY,Action|Drama|Fantasy|Mystery|Psychological|Sci-Fi|Thriller,Tragedy|Female Protagonist|Primarily Female Cast|Urban Fantasy|Suicide|Bullying|Coming of Age|Alternate Universe|Primarily Teen Cast|Denpa|Philosophy|Ensemble Cast|Hikikomori|Afterlife|Body Horror|Artificial Intelligence|Transgender|School|LGBTQ+ Themes|CGI|Tomboy|Rape|Kuudere|Age Gap|Episodic|Gore|Isekai|Idol|Yuri|Guns,"This is the story of Ai, an introverted girl whose fate is forever changed when she acquires a mysterious “Wonder Egg” from a deserted arcade. That night, her dreams blend into reality, and as other girls obtain their own Wonder Eggs, Ai discovers new friends—and the magic within herself. (Source: Funimation)",thematic_overlap
16498,Attack on Titan,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,"Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a...",14075,Blast of Tempest,Action|Drama|Fantasy|Mystery|Romance,Urban Fantasy|Revenge|Magic|Time Manipulation|Heterosexual|Anti-Hero|Love Triangle|Tragedy|Male Protagonist|Suicide|Classic Literature|Shounen|Environmental|Witch|Pandemic|Travel|Ensemble Cast|Tsundere|Post-Apocalyptic|Philosophy|Superhero,"One day, a sorceress princess was stuffed into a barrel and banished. One day, a single girl was suddenly murdered, and the culprit still runs free. And one day, a battle spanning time and space over magic and revenge began! Sanity and madness, sense and intelligence, self-confidence and convictions. The tragic tale of this irrational world starts now. The Kusaribe family is a family of sorcerers under the protection of the ""Tree of Origins""....",thematic_overlap
16498,Attack on Titan,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,"Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a...",167420,NieR:Automata Ver1.1a Cour 2,Action|Drama|Fantasy|Mystery|Psychological|Sci-Fi,Philosophy|Robots|Artificial Intelligence|Tragedy|Revenge|War|Post-Apocalyptic|Lost Civilization|Female Protagonist|Real Robot|Anthropomorphism|Swordplay|Heterosexual|Male Protagonist|Guns|Puppetry|Proxy Battle|Dystopian|Aliens|Suicide|Space|Twins|Desert|CGI|Gods,"The second season of NieR:Automata Ver1.1a. The year 11954. YoRHa Soldiers 2B and 9S are newly dispatched to Earth to carry out and support the 243rd Descent Operation. There, they succeed in destroying the machine lifeform core units, Adam and Eve. With the annihilation of these enemies, the Army of Humanity takes this chance to end this long-lasting war and decides on an all-out attack against the machine lifeforms. This is a record of the b...",thematic_overlap
16498,Attack on Titan,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,"Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a...",104458,The Founder of Diabolism 2,Action|Adventure|Drama|Fantasy|Mystery|Supernatural,Wuxia|Reincarnation|Anti-Hero|Cultivation|Achronological Order|Tragedy|Travel|Time Skip|Primarily Male Cast|Demons|Politics|Magic|Historical|Male Protagonist|Crime|Boys' Love|Zombie|Gore|Torture|Found Family|Swordplay|War|CGI|Ensemble Cast|Afterlife,"Continuing his masquerade as the deranged lunatic from the Lanling Jin Clan, Wei Wuxian resides in the Cloud Recesses while his former cultivation classmate, Lan Wangji, searches for answers about the demonic severed arm they have in custody. With an overwhelming dark energy emanating from the arm, the two are forced to work together in order to keep it contained. However, the demonic arm is not the only dark force lurking in the region, and a...",thematic_overlap
16498,Attack on Titan,Action|Drama|Fantasy|Mystery,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast,"Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a...",100643,Made in Abyss: Dawn of the Deep Soul,Action|Adventure|Drama|Fantasy|Horror|Mystery|Psychological|Sci-Fi,Tragedy|Survival|Primarily Child Cast|Body Swapping|Seinen|Lost Civilization|Gore|Body Horror|Curses|Female Protagonist|Robots|Anthropomorphism|Male Protagonist|Dungeon|Monster Girl|Ensemble Cast|Chibi|Dissociative Identities|Anti-Hero|Nudity|Amputation|Amnesia|Food|Family Life|Magic,"Dawn of the Deep Soul continues the epic adventure of plucky Riko and Reg who are joined by their new friend Nanachi. Together they descend into the Abyss’ treacherous fifth layer, the Sea of Corpses, and encounter the mysterious Bondrewd, a legendary White Whistle whose shadow looms over Nanachi’s troubled past. Bondrewd is ingratiatingly hospitable, but the brave adventurers know things are not always as they seem in the enigmatic Abyss... (...",thematic_overlap
