seed_id,seed_title,rec_1_title,rec_1_label,rec_1_score_10,rec_1_reason,rec_2_title,rec_2_label,rec_2_score_10,rec_2_reason,rec_3_title,rec_3_label,rec_3_score_10,rec_3_reason,rec_4_title,rec_4_label,rec_4_score_10,rec_4_reason,rec_5_title,rec_5_label,rec_5_score_10,rec_5_reason,rec_6_title,rec_6_label,rec_6_score_10,rec_6_reason,rec_7_title,rec_7_label,rec_7_score_10,rec_7_reason,rec_8_title,rec_8_label,rec_8_score_10,rec_8_reason,rec_9_title,rec_9_label,rec_9_score_10,rec_9_reason,rec_10_title,rec_10_label,rec_10_score_10,rec_10_reason,rec_11_title,rec_11_label,rec_11_score_10,rec_11_reason,rec_12_title,rec_12_label,rec_12_score_10,rec_12_reason,rec_13_title,rec_13_label,rec_13_score_10,rec_13_reason,rec_14_title,rec_14_label,rec_14_score_10,rec_14_reason,rec_15_title,rec_15_label,rec_15_score_10,rec_15_reason
269,Bleach,BLEACH: Thousand-Year Blood War,2,10,"Direct continuation of Bleach with the same world, characters, and expanded power battles.",BLEACH: Thousand-Year Blood War - The Separation,2,9,"Second cour of the Thousand-Year Blood War arc, deepening the conflict and adding new abilities.",JUJUTSU KAISEN,2,9,"Modern shounen with curses, exorcism, and ensemble battles mirroring Bleach’s spirit‑fighting premise.",Bleach the Movie: The DiamondDust Rebellion,2,8,Standalone Bleach film focused on swordplay and supernatural intrigue in Soul Society.,Yu Yu Hakusho: Ghostfiles,2,8,"Teen spirit detective battling demons and navigating the afterlife, a classic counterpart to Bleach.",Demon Slayer: Kimetsu no Yaiba,2,8,"Sword‑wielding teen hunts demons in a supernatural world, sharing intense combat and tragic tone.",SHAMAN KING (2021),2,7,"Shaman who communes with spirits and battles other spirit‑users, echoing Bleach’s exorcism fights.",Twin Star Exorcists,2,7,"Twin exorcists fighting demons and protecting humanity, similar afterlife combat.",Soul Eater,2,7,"Shinigami‑training school with weapon partners, offering comparable supernatural battles.",Naruto: Shippuden,2,7,"Long‑running shounen featuring ninja powers, ensemble cast, and high‑stakes supernatural foes.",JoJo's Bizarre Adventure: Diamond is Unbreakable,1,6,Unique Stand abilities and diverse cast appeal to Bleach fans seeking varied powers.,Fullmetal Alchemist: Brotherhood,1,5,Alchemy‑based powers and a war‑torn world provide a mature supernatural adventure akin to Bleach’s deeper arcs.,Hunter x Hunter (2011),1,5,Complex power system and strategic tournament arcs give a shounen experience similar to Bleach’s battles.,Attack on Titan,1,5,"Dark, high‑stakes combat against monstrous foes with memory manipulation themes resonating with Bleach’s later arcs.",Tokyo Ghoul,1,4,"Gritty urban fantasy about a teen gaining supernatural powers and struggling with identity, a darker counterpart to Bleach."
9919,Blue Exorcist,Blue Exorcist: Kyoto Saga,2,9,Direct sequel film continuing Rin and Yukio’s battles against demons.,JUJUTSU KAISEN,2,9,"Urban‑fantasy shounen where cursed spirits are exorcised, mirroring Blue Exorcist’s demon fights.",Blue Exorcist -Shimane Illuminati Saga-,2,8,New TV season expanding the True Cross Academy’s demon‑world conflict.,Blue Exorcist -The Blue Night Saga-,2,8,Continuation arc that deepens the brothers’ origins and demon lore.,Twin Star Exorcists,2,8,Exorcism‑focused shounen with twin protagonists and a supernatural school setting.,Demon Slayer: Kimetsu no Yaiba,2,8,Demon‑hunting teen protagonist and intense supernatural battles similar to Ao No Exorcist.,Soul Eater,2,8,"School of weapon meisters fighting demons, sharing exorcism themes and teen ensemble.",Blue Exorcist -Beyond the Snow Saga-,2,7,OVA sequel exploring darker aspects of the Knights of the True Cross.,Blue Exorcist: The Movie,2,7,Feature film set in the same universe with a unique time‑manipulation plot.,Beyond the Boundary,1,6,"Urban fantasy with teen exorcists and supernatural powers, though tone is more dramatic.",Shakugan no Shana,1,6,High‑schooler battles flame‑wielding demons in a similar urban‑fantasy setting.,Fullmetal Alchemist: Brotherhood,1,5,Brotherly bond and dark themes echo Blue Exorcist’s core.,Devilman: The Birth,1,5,Dark demon‑war story offering a grittier counterpart.,Seraph of the End: Vampire Reign,1,5,"Post‑apocalyptic setting with demons and intense action, appealing to fans of demon battles.",My Hero Academia,1,5,"Super‑power school drama with a teen cast, providing a lighter but thematically related experience."
127230,Chainsaw Man,Devilman Crybaby,2,9,"Shares demonic body‑horror, anti‑hero tone, and urban tragedy similar to Chainsaw Man.",Tokyo Ghoul,2,9,"Urban monster‑boy premise, graphic gore, and tragic anti‑hero arc echo Chainsaw Man.",JUJUTSU KAISEN,2,8,"Modern urban curses, gritty battles, and demonic antagonists match Chainsaw Man’s vibe.",Gantz,2,8,Extreme gore and death‑game with supernatural enemies parallel Chainsaw Man’s brutality.,Wicked City,2,8,Noir‑style urban fantasy featuring demon‑human conflict and visceral body‑horror.,AKIRA (Shin Anime),2,7,"Cyberpunk dystopia, anti‑hero delinquent, and graphic violence match Chainsaw Man’s gritty tone.",JoJo's Bizarre Adventure,2,7,"Over‑the‑top supernatural powers, body‑horror battles, and flamboyant anti‑hero action.",Berserk,2,7,Dark medieval anti‑hero story with graphic violence and demonic foes.,X,2,7,"Cosmic horror, supernatural battles, and tragic urban fantasy align with Chainsaw Man’s themes.",Zetman,2,7,"Urban superhero with shapeshifting, body‑horror, and anti‑hero struggles.",Death Note,1,6,Anti‑hero mastermind and moral ambiguity provide a dark psychological parallel.,Elfen Lied,1,6,"Body‑horror, tragic anti‑hero, and supernatural powers create a comparable atmosphere.",Kabaneri of the Iron Fortress,1,6,"Post‑apocalyptic monster threat, survival gore, and bleak tone resemble Chainsaw Man.",Chainsaw Man: Shikaku-hen,1,5,Continuation of Chainsaw Man expands devil‑hunting and urban conflict for fans.,Dark Cat,1,5,"Shapeshifting demons, urban horror, and body‑horror echo Chainsaw Man’s themes."
1575,Code Geass: Lelouch of the Rebellion,Code Geass: Lelouch of the Rebellion R2,2,10,"Direct sequel continuing Lelouch’s story with the same characters, politics and Knightmare battles.",Code Geass: Lelouch of the Re;surrection,2,9,"Film sequel set after the Zero Requiem, expanding political intrigue and anti‑hero tactics.",Code Geass: Rozé of the Recapture,2,8,Spin‑off in the same Britannian universe focusing on Knightmare warfare and conspiracies.,Mobile Suit GUNDAM Iron Blooded Orphans,2,8,"Features an anti‑hero lead, child soldiers, gritty war politics and real‑robot combat similar to Code Geass.",Eureka Seven,2,7,"Mecha series with rebellion, class struggle and a charismatic protagonist challenging a militaristic regime.",Gurren Lagann,2,7,"Over‑the‑top rebellion against oppressive forces using giant robots, echoing Code Geass’s revolt theme.",86 EIGHTY-SIX,1,6,"Shows class‑based oppression and war‑torn politics with mecha combat, resonating with Code Geass’s themes.",Guilty Crown,1,6,"Anti‑hero protagonist, terrorist groups and mecha battles in a dystopian Japan.",Mobile Suit Gundam UC,1,6,Conspiracy‑driven plot centered on a powerful mobile suit and political machinations.,Armored Trooper Votoms,1,5,"Lone soldier in a corrupt war, offering anti‑hero realism and gritty mech action.",Neon Genesis Evangelion,1,5,"Psychological mecha drama exploring trauma, existential war and secret organizations.",Akudama Drive,1,5,Anti‑hero criminals in a dystopian city with high‑stakes political intrigue.,Vivy -Fluorite Eye's Song-,1,5,"AI protagonist rewrites history to prevent a future war, blending sci‑fi, politics and mecha elements.",Code Geass: Lelouch of the Rebellion I - Initiation,1,5,"Theatrical remake of the original series, offering a fresh retelling for fans.",Code Geass: Lelouch of the Rebellion II - Transgression,1,4,"Second part of the film trilogy, continues the story with updated animation."
1,Cowboy Bebop,Cowboy Bebop: The Movie - Knockin' on Heaven's Door,2,10,"Direct movie continuation with the same crew, tone, and noir‑style bounty hunting.",Trigun,2,9,"Space‑western featuring a gun‑slinging anti‑hero, episodic travel and philosophical musings.",Vampire Hunter D: Bloodlust,2,8,"Lone, morally ambiguous bounty hunter in a post‑apocalyptic sci‑fi setting, echoing Bebop’s contracts.",Casshern Sins,2,8,"Wandering amnesiac anti‑hero confronting existential questions in a bleak, episodic world.",Cyberpunk: Edgerunners,2,7,Cyber‑noir crime drama with a tragic anti‑hero and gritty futuristic backdrop.,PLUTO,2,7,"Sci‑fi mystery with a detective‑type protagonist, philosophical themes and noir atmosphere.",Captain Harlock Space Pirate,2,7,"Space‑pirate crew adventure that delivers episodic missions and a gritty, noir‑ish tone.",Eureka Seven,1,6,Space‑flight setting with found‑family dynamics and philosophical undercurrents similar to Bebop.,Turn A Gundam,1,5,"Post‑apocalyptic backdrop, ensemble cast and reflective tone that echo Bebop’s mood.",A Wind Named Amnesia,1,5,"Lone wanderer in a devastated world exploring philosophy and tragedy, akin to Bebop’s lone contracts.",Star Blazers: The Quest for Iscandar,1,5,Classic space‑opera with episodic missions and a strong ensemble feel.,Mobile Suit Gundam Wing,1,5,"Space‑based rebel ensemble with political drama and action, offering a lighter Bebop‑like vibe.",Death Note,1,5,"Anti‑hero thriller with noir atmosphere, moral philosophy and crime‑driven plot.",Gun x Sword,1,5,"Gun‑heavy anti‑hero on an episodic revenge quest, matching Bebop’s blend of action and melancholy.",Cowboy Bebop: Yoseatsume Blues,1,4,Extra Cowboy Bebop episode that captures the series’ style and themes.
99423,DARLING in the FRANXX,Neon Genesis Evangelion,2,10,"Shares teen pilot mecha, dystopian world, deep psychosexual and existential themes.",Neon Genesis Evangelion: The End of Evangelion,2,9,"Concludes Evangelion with intense psychological resolution, mirroring FRANXX’s tragic climax.",Guilty Crown,2,9,"Dystopian future, teen pilots, romance, conspiracies, and tragic sacrifices.",Eureka Seven,2,8,"Teen pilot romance, cohabitation, rebel mecha group, coming‑of‑age tone.",Gurren Lagann,2,8,"Rebellious teen crew, super‑robot battles, post‑apocalyptic setting, growth arcs.",RahXephon,2,8,Psychological mecha with memory manipulation and post‑apocalyptic mood.,Mobile Suit Gundam Seed Destiny,2,8,"Teen pilots in a war of factions, romance and conspiracy in a dystopian future.",Mobile Suit Gundam SEED FREEDOM,2,7,"Continuation of SEED’s political intrigue, romance, and advanced mecha.",Evangelion: 2.0 You Can (Not) Advance,2,7,Rebuild film expands Evangelion’s teen‑pilot drama with modern animation.,Muv-Luv Alternative,2,7,"Humanity vs alien invaders, teen pilots, tragic sacrifices, intense mecha.",Blue Gender,1,6,Post‑apocalyptic world where survivors pilot mecha against monstrous threats.,Attack on Titan,1,6,"Humanity’s fight against monstrous Titans, teen protagonists, dystopian society.",Macross,1,6,Mecha combat intertwined with music‑driven romance in a war‑torn future.,Fullmetal Alchemist: Brotherhood,1,5,"Themes of loss, conspiracy, and brotherly bonds in a world of alchemical war.",Aquarion EVOL,1,5,"Super‑robot battles, love triangles, teen pilots in a sci‑fi setting."
1535,Death Note,Monster,2,9,Both are dark psychological thrillers featuring a cat‑and‑mouse chase between a brilliant anti‑hero and a determined detective.,Paranoia Agent,2,8,"Shares the same blend of supernatural mystery, philosophical questions, and detective investigation with a surreal edge.",The Future Diary,2,7,A death‑game thriller with a god‑like figure and a lone protagonist forced into a deadly mind game.,ERASED,2,7,"Combines time‑travel mystery, crime solving, and a morally complex protagonist in a suspenseful thriller.",Death Note: Relight,1,6,A condensed movie version of Death Note that retells the core cat‑and‑mouse conflict from a new perspective.,Death Parade,1,6,"Explores philosophical ideas about death and morality in an episodic, supernatural courtroom setting.",B: The Beginning,1,6,"Features a detective battling a mysterious, supernaturally powered criminal organization.",PLUTO,1,6,A sci‑fi detective story that delves into memory manipulation and ethical dilemmas similar to Death Note.,BABYLON,1,5,Political conspiracy and philosophical crime drama that appeals to fans of cerebral thrillers.,Terror in Resonance,1,5,"Centers on anti‑heroic terrorists and a tense investigative cat‑and‑mouse, echoing Death Note’s moral conflict.",KOKKOKU,1,5,Dark urban fantasy with a conflicted anti‑hero and investigative police work in a supernatural setting.,Higurashi: When They Cry - GOU,1,5,Psychological horror mystery with supernatural elements and a relentless investigative narrative.,Another,1,4,Features a cursed school and a mystery‑driven plot that mirrors Death Note’s tension and supernatural dread.,Talentless Nana,1,4,"Shows an anti‑hero with deadly powers in a secretive school, blending mystery and psychological thriller.",ODDTAXI,1,4,A noir‑style detective tale with philosophical undertones and a focus on crime and moral ambiguity.
20931,Death Parade,Death Billiards,2,10,Direct prequel set in the same bar with identical death‑game premise.,Death Note,2,9,Explores moral judgment over life and death with supernatural stakes and psychological tension.,The Future Diary,2,8,Features a high‑stakes death game and intense psychological drama similar to Death Parade's contests.,Danganronpa 3: The End of Hope’s Peak High School - Despair Arc,2,8,"Centers on a deadly survival game judged by unseen forces, echoing afterlife judgment themes.",Platinum End,2,7,Combines death‑game mechanics with philosophical questions about existence and the afterlife.,Paranoia Agent,1,6,Episodic psychological thriller with memory manipulation and surreal supernatural elements.,Serial Experiments Lain,1,6,"Delves into existential philosophy and identity, resonating with Death Parade's introspection.",Monster,1,6,Dark psychological thriller about moral ambiguity and the value of human life.,Hell Girl,1,6,"Episodic afterlife anthology where souls face judgment, mirroring Death Parade's premise.",ERASED,1,6,"Protagonist relives deaths to prevent tragedy, sharing themes of redemption and memory manipulation.",From the New World,1,5,"Philosophical sci‑fi with supernatural powers and moral dilemmas, appealing to Death Parade fans.",Shigofumi,1,5,"Anthology about letters from the dead, exploring afterlife and personal regrets.",Higurashi: When They Cry - GOU,1,5,Looping tragedies and intense psychological tension echo existential stakes.,Another,1,4,Supernatural curse causing repeated deaths creates a tragic atmosphere comparable to the series.,Junji Ito Maniac: Japanese Tales of the Macabre,1,4,"Anthology of macabre stories that blend horror, philosophy, and supernatural dread."
112151,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,Demon Slayer: Kimetsu no Yaiba,2,10,"The original TV series continues the story from the movie, expanding the world and characters.",Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,2,9,"Direct sequel arc with new powerful demons and intense sword battles, maintaining the dark tone.",Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,2,8,"Follows the Entertainment District, introducing fresh threats and emotional stakes.",Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,2,8,"TV adaptation of the same story as the movie, allowing binge‑watching with additional episodes.",JUJUTSU KAISEN,2,8,"Shares cursed spirits, sword‑like techniques, teen shounen vibe and high‑stakes supernatural battles.",Berserk,2,8,"Dark fantasy with brutal swordplay, demonic foes and tragic atmosphere similar to Demon Slayer’s harsher moments.",Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,2,7,"Focuses on elite swordsmen training, offering deeper lore and brutal combat.",Attack on Titan,2,7,"Features humanity’s fight against monstrous beings, high‑stakes battles and a grim, loss‑laden narrative.",Hunter x Hunter (2011),1,6,"Offers adventurous shounen action, deep character growth and occasional deadly creatures akin to demons.",The Founder of Diabolism,1,6,"Incorporates demons, sword‑based combat and tragic anti‑hero themes reminiscent of Demon Slayer.",The Case Study of Vanitas,1,5,"Gothic supernatural setting with vampires and curses, delivering a somber tone comparable to Demon Slayer.",Seraph of the End: Vampire Reign,1,5,"Post‑apocalyptic world with demons and sword‑centric battles, blending action and tragedy.",Naruto: Shippuden,1,5,"Long‑running shounen with intense combat, demon‑like antagonists and themes of loss.",My Hero Academia,1,5,"Shounen series focused on super‑powered battles and growth, appealing to fans of action‑driven anime.",Lord of Mysteries,1,4,"Introduces cosmic and body horror elements plus a dark supernatural mystery, offering a different but thematically resonant experience."
101922,Demon Slayer: Kimetsu no Yaiba,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2,10,"Direct film continuation of the same story, featuring the same characters, tone, and demon‑slaying action.",Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,2,9,"Next canonical arc after the movie, keeping the period setting, swordplay and dark supernatural threats.",Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,2,9,"Another official arc that continues Tanjiro’s journey with similar themes of tragedy, demons and intense battles.",JUJUTSU KAISEN,2,9,"Jujutsu Kaisen shares demon‑fighting, curses, shounen spirit and a tragic teen‑cast atmosphere.",Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,2,8,Hashira Training arc expands the same universe with more sword techniques and the same emotional stakes.,Fullmetal Alchemist: Brotherhood,2,8,"Fullmetal Alchemist: Brotherhood mirrors the brotherly bond, moral tragedy and high‑stakes supernatural combat.",Dororo,2,8,"Dororo features a period setting, demon contracts and a sword‑wielding protagonist on a revenge quest.",Attack on Titan,2,7,"Attack on Titan offers a similarly grim tone, massive monsters and a fight‑for‑survival narrative.",Berserk,2,7,"Berserk provides dark fantasy, brutal sword combat and tragic revenge, appealing to fans of Demon Slayer’s intensity.",Naruto: Shippuden,1,6,"Naruto: Shippuden shares shounen growth, orphan hero, and demon‑like antagonists, though with a lighter tone.",The Boy and the Beast,1,6,"The Boy and the Beast follows an orphan training under a powerful mentor, echoing Tanjiro’s mentor‑student dynamic.",To Your Eternity,1,6,"To Your Eternity presents a wandering protagonist, tragic encounters and supernatural evolution similar to Demon Slayer’s journey.",Seraph of the End: Vampire Reign,1,5,"Seraph of the End features vampires, demon‑like enemies and a revenge‑driven teen hero, aligning with core themes.",Tokyo Ghoul,1,5,"Tokyo Ghoul delivers dark urban fantasy, body horror and a conflicted teen protagonist battling monsters.",My Hero Academia,1,4,"My Hero Academia shares shounen hero training and super‑power battles, though with a more upbeat vibe."
142329,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,Demon Slayer: Kimetsu no Yaiba,2,9,"Original series that establishes the world, characters and demon‑slaying system.",Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2,9,Direct prequel movie to the Entertainment District Arc with the same cast and stakes.,Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,2,9,"Next canonical arc, continuing Tanjiro’s story and the series’ tone.",Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,2,8,"Focuses on the Hashira, expanding lore and featuring many familiar fighters.",JUJUTSU KAISEN,2,8,"Modern shounen with curses, demon battles and intense sword‑style combat.",Twin Star Exorcists,2,7,"Exorcist duo versus demonic threats, offering comparable action and supernatural themes.",Berserk,1,6,"Dark fantasy with brutal swordplay and demonic foes, appealing to the gritty side of Demon Slayer.",The Seven Deadly Sins: Imperial Wrath of the Gods,1,6,Features demon antagonists and high‑octane battles in a fantasy setting.,Fate/Grand Order Absolute Demonic Front: Babylonia,1,5,Mythic demonic enemies and supernatural action similar to Demon Slayer’s tone.,The Founder of Diabolism,1,5,"Cultivation‑style story with demons and revenge, matching the supernatural combat vibe.",Dragon's Dogma,1,5,"Action‑heavy fantasy with demons and swordplay, resonating with Demon Slayer’s combat focus.",The Boy and the Beast,1,5,Mentor‑apprentice bond and supernatural battles echo the series’ emotional core.,Rage of Bahamut: Genesis,1,5,"Features demons, angels and epic battles in a medieval fantasy world.",Fate/strange Fake,1,5,"Urban fantasy with magical wars and demonic forces, offering a different but related setting.",My Hero Academia,1,5,Shounen series with super‑powered fights and a strong ensemble cast.
105333,Dr. STONE,Dr. STONE: STONE WARS,2,10,Direct sequel continuing the science‑driven post‑apocalyptic story.,Dr. STONE New World,2,9,Season 3 expands scientific exploration on new lands.,Dr. STONE New World Part 2,2,9,Second cour adds deeper world‑building and scientific challenges.,Fullmetal Alchemist: Brotherhood,2,9,Alchemy‑based science quest to restore humanity mirrors Dr. STONE's themes.,ONE PIECE,2,9,"Grand adventure of exploration and discovery with a diverse crew, appealing to Dr. STONE's love of travel and invention.",Dr. STONE SCIENCE FUTURE,2,8,"Introduces space travel, extending the series' scientific ambition.",Dr. STONE SCIENCE FUTURE Cour 2,2,8,Continues the lunar quest with new inventions.,Dr. STONE SCIENCE FUTURE Cour 3,2,7,"Concludes the space arc, wrapping up the saga.",Dr. STONE Special Episode – RYUSUI,2,7,"Focuses on Ryuusui, offering extra world‑building and tech.",Cells at Work!,1,6,"Anthropomorphic cells explain biology with humor, satisfying the educational curiosity.",Attack on Titan,1,5,Dark survival against overwhelming threats in a post‑apocalyptic world.,BIRTH,1,5,"Lost‑civilization sci‑fi adventure with ensemble survival, similar premise.",Desert Punk,1,5,Post‑apocalyptic comedy about survival and ingenuity in a harsh desert.,EDENS ZERO Season 2,1,4,Space‑faring shounen comedy focusing on discovery and teamwork.,My Hero Academia Season 4,1,4,"Ensemble of heroes developing powers, offering energetic shounen action."
21234,ERASED,Summer Time Rendering,2,10,Time‑loop mystery on an isolated island mirrors Erased's time‑travel crime‑prevention premise.,Paranoia Agent,2,9,Psychological supernatural crime series with ensemble detectives echoes Erased's dark atmosphere.,KOKKOKU,2,9,Female protagonist with urgent time‑manipulation mission shares thriller tone and high stakes.,Higurashi: When They Cry - GOU,2,8,Rural horror mystery with time manipulation and deadly secrets parallels Erased's tension.,Death Note,1,6,Cat‑and‑mouse supernatural thriller exploring moral dilemmas similar to Erased's suspense.,Monster,1,6,Adult psychological thriller of a doctor chasing a serial killer offers comparable investigative vibe.,ID: INVADED,1,5,"Detective enters killers' subconscious worlds, blending mind‑bending suspense with mystery.",B: The Beginning,1,5,Supernatural serial‑killer case with gritty detective work resonates with Erased's thriller elements.,Talentless Nana,1,5,"Super‑powered teen assassins and mystery investigation provide a tense, supernatural thriller feel.",Death Parade,1,5,"Death‑game bar setting examines life and death, delivering psychological tension akin to Erased.",ODDTAXI,1,5,Urban mystery with eclectic cast and layered conspiracies offers a compelling investigative narrative.,WONDER EGG PRIORITY,1,5,Supernatural psychological drama with tragic themes mirrors Erased's emotional depth.,From the New World,1,5,Dystopian world with psychic abilities and dark mystery matches Erased's psychological and supernatural aspects.,Kubikiri Cycle: The Blue Savant and the Nonsense User,0,3,Island murder mystery with body‑swapping twist offers a peripheral investigative scenario.,Hell Girl,0,2,Anthology of supernatural revenge stories shares dark tone but lacks core mystery focus.
105310,Fire Force,Fire Force Season 2,2,10,Direct sequel continues the fire‑fighter powers and conspiracy plot.,Fire Force Season 3,2,9,Third season expands the post‑apocalyptic world and deepens the cult battle.,Fire Force Season 3 Part 2,2,8,Second cour heightens cosmic‑horror and religious conflict at the climax.,Demon Slayer: Kimetsu no Yaiba,2,8,Demon‑slaying shounen with intense battles against demons and supernatural powers.,JUJUTSU KAISEN,2,7,"Urban supernatural shounen where exorcists fight curses, similar team combat.",JUJUTSU KAISEN Season 2,2,7,Season 2 continues curse‑fighting with higher stakes and stronger foes.,Mob Psycho 100,1,6,Comedy‑drama about a teen with overwhelming psychic powers in an urban fantasy setting.,Concrete Revolutio,1,6,"Ensemble of super‑humans protecting modern Japan, sharing urban‑fantasy and team dynamics.",Devilman Crybaby,1,6,"Dark, graphic series about demons invading modern Tokyo, matching the grim tone.",Summer Time Rendering,1,6,Mystery thriller with supernatural powers and time‑loop intrigue in a modern setting.,Blood+,1,6,Action‑filled demon‑hunting series with supernatural abilities and shounen spirit.,Tokyo Ghoul,1,5,Urban supernatural conflict with body‑horror and a protagonist battling hidden monsters.,Gantz,1,5,Death‑game with super‑powered combat and a gritty urban setting.,Deadman Wonderland,1,5,"Prison death‑match series where inmates wield supernatural abilities, echoing high‑stakes battles.",Attack on Titan,1,4,"Post‑apocalyptic fight for survival against monstrous threats, resonating with high stakes."
154587,Frieren: Beyond Journey’s End,Frieren: Beyond Journey’s End Season 2,2,10,Direct sequel that continues Frieren’s reflective post‑adventure life with the same tone and characters.,Sousou no Frieren 3rd Season,2,9,Third season extending the philosophical travel narrative of the elf mage.,To Your Eternity,2,8,"Immortal protagonist explores humanity through long travels, echoing Frieren’s lifespan and introspection.",Kino's Journey,2,8,Episodic road‑trip format with philosophical musings mirrors Frieren’s contemplative wanderings.,Witch Hat Atelier,2,7,Features a young female magic user and thoughtful exploration of the nature of magic.,Made in Abyss: The Golden City of the Scorching Sun,2,7,"Dark, layered adventure with found‑family bonds and existential peril similar to Frieren’s tone.",Somali and the Forest Spirit,2,7,"Gentle fantasy focusing on a guardian‑child bond and slow‑paced world‑building, resonating with Frieren’s serene atmosphere.",Fullmetal Alchemist: Brotherhood,1,6,"Explores sacrifice, humanity, and philosophical alchemy within a fantasy setting.",Howl‘s Moving Castle,1,6,"Magical adventure with a female lead and themes of self‑discovery, though more romantic than Frieren.",Record of Lodoss War: Chronicles of the Heroic Knight,1,5,Medieval fantasy with elves and party dynamics reminiscent of Frieren’s world.,ONE PIECE,1,5,Epic travel adventure featuring a strong found‑family theme across a vast world.,The Promised Neverland Season 2,1,4,"Survival‑driven story emphasizing found‑family bonds, offering a darker emotional contrast.",Death Note,1,4,Philosophical thriller about life and death that may intrigue fans of Frieren’s existential questions.,Berserk,1,4,"Dark medieval saga with deep existential themes and a lone anti‑hero, resonating with Frieren’s melancholy tone.",Attack on Titan,0,2,"Post‑apocalyptic survival drama with limited thematic overlap, included as a low‑similarity option."
5114,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist,2,9,"Same franchise with similar alchemy themes and characters, offering an alternate take on the story.",Fullmetal Alchemist: The Sacred Star of Milos,2,8,A side‑story movie set in the Fullmetal Alchemist world that expands the brothers' adventures.,Attack on Titan,2,8,"Shares intense military conflict, political intrigue, and tragic stakes similar to FMA:B.",Berserk,2,7,"Dark fantasy with war, tragedy, and a morally complex anti‑hero, echoing FMA:B's tone.",Naruto: Shippuden,2,7,"Long‑running shounen featuring conspiracies, war, and a brother‑like bond between protagonists.",ONE PIECE,1,6,"Epic adventure with an ensemble cast and a world‑spanning quest, similar in scope to FMA:B.",Hunter x Hunter (2011),1,6,Explores deep philosophical themes and a diverse cast on a perilous journey.,JUJUTSU KAISEN,1,6,Modern supernatural action with curses and moral dilemmas reminiscent of alchemy’s consequences.,Tokyo Ghoul,1,5,Gothic horror and identity crisis that parallel FMA:B’s tragic character arcs.,Death Note,1,5,Psychological thriller focusing on moral philosophy and the abuse of power.,The Heroic Legend of Arslan,1,5,Military‑focused fantasy with political intrigue and a coming‑of‑age hero.,Akame ga Kill!,1,5,"Features a rebel group fighting a corrupt regime, echoing FMA:B’s anti‑government plot.",Ranking of Kings,1,4,"A heartfelt fantasy about a disabled prince overcoming adversity, similar in emotional depth.",Yona of the Dawn,1,4,Political betrayal and a fugitive heroine provide a comparable sense of danger and growth.,D.Gray-man,1,4,Exorcist action with philosophical undertones and a tragic backstory akin to FMA:B.
20464,HAIKYU!!,HAIKYU!! 2nd Season,2,10,Direct continuation of Karasuno's story into the Spring tournament.,HAIKYU!! 3rd Season,2,9,"Team advances to Nationals, deepening rivalries with Shiratorizawa.",HAIKYU!! TO THE TOP,2,9,Covers Spring Nationals and character growth leading to national tournament.,HAIKYU!! TO THE TOP Part 2,2,8,Concludes the intense national tournament arc with Karasuno's final battles.,HAIKYU!! The Dumpster Battle,2,7,"Film focusing on the iconic ""Dumpster Battle"" between Karasuno and Nekoma.",Haikyuu!!: VS Chiisana Kyojin,2,7,Film sequel presenting another high‑stakes Karasuno match.,Free! -Iwatobi Swim Club-,2,7,Male‑ensemble swimming series with similar school club dynamics and upbeat tone.,Slam Dunk,2,7,Underdog basketball series with comparable shounen energy and team growth.,Yowamushi Pedal,2,7,"High‑school cycling series emphasizing rivalry, training, and camaraderie.",HAIKYU!!: VS Failing Marks,1,6,"OVA where Hinata and Kageyama juggle exams and training, adding extra character moments.",Haikyu!! The Movie: Battle of Concepts,1,5,Compilation film summarizing the Shiratorizawa match for a quick recap.,DAYS,1,5,"Soccer drama featuring a rookie and a prodigy, mirroring coming‑of‑age sports themes.",Backflip!!,1,5,Gymnastics series with an all‑male club and ensemble development similar to Haikyuu!!.,Cross Game,1,5,"Baseball series focusing on teenage rivalry and personal growth, appealing to sports fans.",Major S2,1,5,"Continuation of a classic baseball story, highlighting teamwork and perseverance."
